label,message
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27831234567.
social,"Got plans for during lunch? Join us at UJ Library. Cheers, Tasha"
social,Miss you! Let's link up during lunch near UJ Library. Zinhle
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27600012345.
ham,Campus update from UCT: exam changes for 31 May. Stay informed.
promotional,Don't miss out! Checkers has a weekend deal at Sandton until today.
social,"Yo Zinhle, you coming to Gold Reef this on Heritage Day?"
promotional,Don't miss out! Checkers has a weekend deal at Soweto until next Friday.
social,"Yo Zinhle, you coming to Gold Reef this during lunch?"
promotional,Shop now at Woolworths Durban for back-to-school till tomorrow!
promotional,Don't miss out! Capitec has a 50% off deal at Soweto until this weekend.
ham,Important: UP class cancellations on end of month. Check emails.
ham,UCT reminder: Your res meeting is scheduled for this weekend. Check your student portal.
social,"Got plans for during lunch? Join us at Gold Reef. Cheers, Zinhle"
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27791234567.
social,Miss you! Let's link up on Heritage Day near Menlyn. Themba
spam,URGENT: Claim your NSFAS Grant now! Reply YES or call +27600012345. RICA rules apply.
ham,Important: UJ class cancellations on next Friday. Check emails.
promotional,Save big at MTN Pretoria. weekend ends end of month.
ham,Don't forget your exam at Rhodes on end of month. All the best!
ham,Don't forget your fee deadline at Wits on next Friday. All the best!
promotional,Shop now at Pick n Pay Cape Town for weekend till 31 May!
ham,UKZN: Fee payment deadline is 31 May. Please pay promptly.
social,"Got plans for after work? Join us at Gautrain. Cheers, Lerato"
ham,Wits: Fee payment deadline is tomorrow. Please pay promptly.
social,"Got plans for on Heritage Day? Join us at Gold Reef. Cheers, Lerato"
social,Hey! Let's catch up after work at your place. Been too long! Themba
ham,UJ: Fee payment deadline is this weekend. Please pay promptly.
promotional,Shop now at Pick n Pay Durban for BOGO till tomorrow!
social,Miss you! Let's link up on Heritage Day near Gautrain. Lerato
ham,Rhodes: Fee payment deadline is 31 May. Please pay promptly.
ham,Campus update from UNISA: res meeting changes for tomorrow. Stay informed.
social,Miss you! Let's link up this weekend near Menlyn. Themba
ham,Campus update from NWU: assignment changes for this weekend. Stay informed.
promotional,This weekend only: limited-time at Pick n Pay stores near Cape Town.
social,Howzit? Meeting at your place this after work? Let me know. Themba
social,Howzit? Meeting at Menlyn this this weekend? Let me know. Sipho
promotional,Save big at Capitec Durban. weekend ends end of month.
promotional,Save big at Capitec Pretoria. BOGO ends this weekend.
social,Miss you! Let's link up during lunch near your place. Zinhle
promotional,This weekend only: 50% off at Woolworths stores near Pretoria.
promotional,Shop now at Woolworths Durban for weekend till today!
promotional,Shop now at Woolworths Soweto for limited-time till end of month!
ham,Rhodes: Fee payment deadline is tomorrow. Please pay promptly.
promotional,Don't miss out! Woolworths has a limited-time deal at Soweto until 31 May.
social,"Yo Lerato, you coming to your place this during lunch?"
promotional,Don't miss out! Capitec has a special deal at Durban until today.
promotional,Exclusive offer from Shoprite: weekend available now in Durban!
spam,Exclusive Forex Profits offer for you. Act fast! Call +27600012345 now.
promotional,Exclusive offer from Vodacom: back-to-school available now in Pretoria!
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27600012345.
promotional,Save big at Pick n Pay Sandton. BOGO ends next Friday.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27600012345.
ham,Campus update from Rhodes: res meeting changes for tomorrow. Stay informed.
ham,Campus update from UCT: class changes for this weekend. Stay informed.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27791234567.
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27600012345.
social,Miss you! Let's link up on Heritage Day near Gautrain. Sipho
social,Howzit? Meeting at your place this this weekend? Let me know. Themba
spam,Don't miss out on SARS Refund. Call +27831234567 to secure funds today.
social,"Got plans for on Heritage Day? Join us at Nandos. Cheers, Sipho"
social,Howzit? Meeting at UJ Library this this Saturday? Let me know. Sipho
social,"Got plans for after work? Join us at your place. Cheers, Lerato"
social,Miss you! Let's link up during lunch near Menlyn. Themba
spam,Exclusive Forex Profits offer for you. Act fast! Call +27631234567 now.
spam,Immediate action required: SARS Refund waiting. Text YES to +27600012345.
spam,Congrats! You've won a Forex Profits. Contact +27600012345 to claim your prize.
ham,NWU: Fee payment deadline is next Friday. Please pay promptly.
social,Miss you! Let's link up during lunch near Gold Reef. Zinhle
social,"Got plans for on Heritage Day? Join us at your place. Cheers, Themba"
promotional,This weekend only: BOGO at Shoprite stores near Durban.
promotional,This weekend only: special at Capitec stores near Soweto.
promotional,Save big at Checkers Durban. special ends this weekend.
social,Howzit? Meeting at Gold Reef this after work? Let me know. Sipho
promotional,Save big at Vodacom Polokwane. 50% off ends tomorrow.
spam,Exclusive Free Bursary offer for you. Act fast! Call +27765432100 now.
ham,UNISA reminder: Your exam is scheduled for next Friday. Check your student portal.
spam,Congrats! You've won a SARS Refund. Contact +27831234567 to claim your prize.
social,Hey! Let's catch up this Saturday at Gold Reef. Been too long! Tasha
promotional,Don't miss out! Shoprite has a back-to-school deal at Durban until today.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27600012345.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27600012345.
promotional,This weekend only: 50% off at Woolworths stores near Polokwane.
spam,Congrats! You've won a Free Bursary. Contact +27765432100 to claim your prize.
spam,URGENT: Claim your SARS Refund now! Reply YES or call +27600012345. RICA rules apply.
promotional,Save big at Vodacom Soweto. special ends this weekend.
social,Hey! Let's catch up during lunch at your place. Been too long! Zinhle
promotional,Shop now at Checkers Sandton for special till this weekend!
social,Miss you! Let's link up this weekend near Gautrain. Sipho
social,Miss you! Let's link up during lunch near Gautrain. Lerato
promotional,Don't miss out! MTN has a BOGO deal at Polokwane until end of month.
social,Howzit? Meeting at Gold Reef this on Heritage Day? Let me know. Lerato
promotional,Shop now at Woolworths Polokwane for 50% off till today!
promotional,This weekend only: limited-time at Woolworths stores near Durban.
social,"Yo Zinhle, you coming to Gold Reef this during lunch?"
social,Howzit? Meeting at Gautrain this after work? Let me know. Zinhle
promotional,Shop now at Checkers Cape Town for weekend till this weekend!
social,Hey! Let's catch up this Saturday at Nandos. Been too long! Tasha
ham,Campus update from UNISA: res meeting changes for 31 May. Stay informed.
promotional,Don't miss out! Capitec has a BOGO deal at Polokwane until today.
social,"Got plans for this weekend? Join us at your place. Cheers, Zinhle"
social,Howzit? Meeting at your place this after work? Let me know. Themba
promotional,Exclusive offer from Capitec: 50% off available now in Durban!
social,"Yo Lerato, you coming to your place this this weekend?"
social,Miss you! Let's link up this weekend near UJ Library. Zinhle
social,"Yo Themba, you coming to Nandos this on Heritage Day?"
social,Howzit? Meeting at Menlyn this this Saturday? Let me know. Zinhle
social,Howzit? Meeting at Gold Reef this during lunch? Let me know. Zinhle
spam,Immediate action required: Forex Profits waiting. Text YES to +27600012345.
promotional,Exclusive offer from Pick n Pay: special available now in Pretoria!
promotional,Don't miss out! Shoprite has a limited-time deal at Cape Town until this weekend.
ham,UP reminder: Your assignment is scheduled for 31 May. Check your student portal.
ham,Don't forget your fee deadline at UP on 31 May. All the best!
promotional,Don't miss out! Pick n Pay has a limited-time deal at Sandton until this weekend.
promotional,Exclusive offer from Pick n Pay: special available now in Sandton!
social,Hey! Let's catch up on Heritage Day at Gold Reef. Been too long! Sipho
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27631234567 for pricing.
social,"Yo Themba, you coming to UJ Library this after work?"
ham,Don't forget your assignment at NWU on 31 May. All the best!
promotional,This weekend only: BOGO at Capitec stores near Soweto.
promotional,Save big at Shoprite Durban. limited-time ends today.
promotional,Exclusive offer from Vodacom: back-to-school available now in Polokwane!
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27831234567 now.
spam,Immediate action required: NSFAS Grant waiting. Text YES to +27631234567.
ham,UKZN reminder: Your class is scheduled for end of month. Check your student portal.
promotional,Exclusive offer from MTN: BOGO available now in Sandton!
ham,Important: NWU class cancellations on next Friday. Check emails.
spam,Congrats! You've won a Forex Profits. Contact +27831234567 to claim your prize.
promotional,This weekend only: back-to-school at Checkers stores near Cape Town.
spam,Congrats! You've won a Free Bursary. Contact +27831234567 to claim your prize.
social,Miss you! Let's link up this Saturday near Gold Reef. Zinhle
social,Hey! Let's catch up this Saturday at Gold Reef. Been too long! Themba
promotional,Exclusive offer from Woolworths: special available now in Sandton!
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27631234567.
social,"Got plans for after work? Join us at Menlyn. Cheers, Themba"
spam,Don't miss out on Forex Profits. Call +27631234567 to secure funds today.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27631234567.
promotional,Exclusive offer from Checkers: back-to-school available now in Sandton!
social,Miss you! Let's link up after work near Menlyn. Tasha
social,"Yo Tasha, you coming to Gautrain this after work?"
promotional,Don't miss out! Pick n Pay has a 50% off deal at Cape Town until today.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27765432100.
spam,Congrats! You've won a NSFAS Grant. Contact +27600012345 to claim your prize.
ham,Don't forget your class at UCT on tomorrow. All the best!
promotional,Save big at Vodacom Polokwane. BOGO ends end of month.
social,Miss you! Let's link up this Saturday near UJ Library. Themba
promotional,Exclusive offer from Woolworths: limited-time available now in Polokwane!
promotional,Don't miss out! Pick n Pay has a limited-time deal at Soweto until this weekend.
promotional,Exclusive offer from Woolworths: weekend available now in Durban!
social,"Yo Zinhle, you coming to your place this during lunch?"
social,"Got plans for this Saturday? Join us at your place. Cheers, Sipho"
promotional,Don't miss out! MTN has a limited-time deal at Polokwane until this weekend.
social,Miss you! Let's link up after work near Gautrain. Tasha
social,Miss you! Let's link up during lunch near Gautrain. Zinhle
promotional,Save big at Woolworths Pretoria. special ends next Friday.
ham,Campus update from UKZN: tutorial changes for today. Stay informed.
